term_id	cluster	term_name	intersection
474	HPA:0310443	3	lymph node; non-germinal center cells[High]	ABI1,ABRACL,ACO2,ACOT9,ACTB,ACTG1,ACTN1,ACTR3,AKAP13,ALKBH5,ALOX5AP,APLP2,APMAP,APOBEC3C,APPL1,ARHGAP25,ARHGAP27,ARPC1B,ARPC3,ASCC2,ATG3,B2M,B4GALT1,BAK1,BIN2,BST2,BTN3A1,C19orf53,C1GALT1,C1GALT1C1,C1QBP,CACYBP,CAPZB,CASP4,CASP8,CCR7,CD38,CDC25B,CGGBP1,CITED2,CLEC2B,CNIH4,CNOT4,CORO1A,COTL1,COX17,COX5A,CRLF3,CTSS,CXorf38,CXXC1,CYBA,CYC1,DDX5,DDX58,DERL1,DOCK8,DOK2,DTNBP1,DTYMK,ECH1,EEF1B2,EEF1D,EEF2,EIF3I,EPSTI1,ERP29,EVL,EWSR1,EZR,FAM50A,FCER1G,FKBP15,FNBP1,FUBP1,GANC,GBP2,GBP4,GGA2,GIMAP4,GIMAP7,GMIP,GRB2,GRK6,GTF2E2,GTF3C6,HBP1,HCLS1,HDGF,HIST1H2BD,HIST1H2BJ,HLA-B,HLA-DMA,HLA-DPA1,HLA-DPB1,HLA-DRA,HLA-DRB1,HLA-E,HMGB1,HMGN1,HNRNPA1,HNRNPA2B1,HNRNPA3,HNRNPDL,HNRNPLL,HNRNPM,HSD17B10,HSP90AB1,HSPE1,IDH2,IDO1,IFI35,IL15,ILF2,ILF3,IRF7,ITGB2,JAK2,KHDRBS1,LAMP1,LAMTOR4,LCP2,LIMS1,LITAF,LNPEP,LRRFIP1,LSP1,LYSMD2,MANF,MAPK1,MARCKSL1,MAX,MDH2,MED25,MEF2A,MICU1,MORC3,MRPL55,MX1,MYD88,MYO1G,NAGK,NAPA,NDUFA13,NDUFA2,NDUFB10,NDUFB6,NDUFS6,NFE2L2,NPM1,NUP50,OPTN,PATL1,PCNP,PDIA6,PGK1,PHACTR2,PHB,PI4K2B,PML,POLR2E,POLR2F,PPA1,PPP1R18,PQBP1,PRKD2,PRKX,PSMB10,PSME1,PSTPIP1,PTPRA,PTPRC,PTPRE,RAD9A,RALY,RASAL3,RB1,RBM14,RCSD1,RELA,RNASET2,RNF115,RPL10,RPL14,RPL19,RPL21,RPL23,RPL24,RPL26,RPS15,RPS25,RPSA,S100A4,SAMD9,SAMD9L,SAMHD1,SAMSN1,SELL,SEPT6,SET,SF1,SH3KBP1,SLC16A3,SLC25A24,SLFN5,SMAP1,SNRNP40,SNRPC,SNX2,SPN,SRRM2,SSR3,STAT5A,STK17B,STRAP,STX11,STX17,STX7,SUB1,SUCLG1,SUN2,SYF2,TAPBP,TGOLN2,TIPRL,TM2D2,TMBIM1,TMEM19,TMEM9B,TMOD3,TNFRSF14,TOMM22,TOP1,TPM4,TPRA1,TPT1,TRIM22,TRIM8,TUFM,UBA2,UBE2I,UBE2L6,UBE2Z,UBE3A,UQCRB,UQCRC1,UQCRFS1,USP10,VAMP8,VASP,VAV1,VIM,VPS26A,WAS,WASL,WIPF1,WTAP,XRCC6,XRN2,YWHAB,ZC3HAV1,ZNF207
475	HPA:0310441	3	lymph node; non-germinal center cells[≥Low]	ABHD2,ABHD3,ABI1,ABRACL,ACADVL,ACO2,ACOT9,ACP1,ACTB,ACTG1,ACTN1,ACTR3,ADAR,ADK,ADPRM,ADSS,AHCY,AHSA1,AIF1,AKAP13,AKR7A2,ALDOA,ALKBH5,ALOX5AP,ANAPC16,ANP32B,ANXA1,ANXA2,ANXA5,AOAH,AP5Z1,APLP2,APMAP,APOBEC3A,APOBEC3C,APOBEC3G,APOL2,APOL6,APPL1,ARAP2,ARHGAP25,ARHGAP27,ARHGDIB,ARID5A,ARL3,ARL5B,ARL6IP4,ARL6IP5,ARL8B,ARPC1B,ARPC3,ASAH1,ASCC2,ATG3,ATP13A1,ATP1B3,ATP2B1,ATP6V1B2,ATP6V1C1,ATP6V1F,ATP6V1G1,ATP6V1H,ATXN1,ATXN7L1,AUP1,AURKAIP1,AZI2,AZIN1,B2M,B4GALT1,BAD,BAG1,BAK1,BANF1,BAZ1A,BBX,BCKDK,BID,BIN1,BIN2,BIRC2,BIRC3,BLOC1S1,BLOC1S2,BLVRA,BLZF1,BMPR2,BNIP3L,BST2,BTF3,BTG3,BTN3A1,C19orf53,C1GALT1,C1GALT1C1,C1orf162,C1orf52,C1QBP,C21orf91,C3AR1,C3orf38,C4orf3,C9orf89,CACYBP,CALCOCO2,CALR,CAMTA1,CAPG,CAPZA1,CAPZB,CASP1,CASP10,CASP3,CASP4,CASP7,CASP8,CAST,CBR1,CBWD1,CBWD2,CCDC124,CCP110,CCR7,CCRL2,CCSER2,CCT5,CD14,CD2AP,CD37,CD38,CD4,CD40,CD44,CD47,CD48,CD53,CD63,CD68,CD69,CD74,CDC25B,CDC42EP3,CDC73,CDS2,CEBPB,CELF2,CGGBP1,CHMP3,CHORDC1,CHRNB1,CHST12,CITED2,CKAP4,CLDND1,CLEC2B,CLIC1,CLPP,CLPTM1,CLTB,CMC2,CMPK1,CMPK2,CMTM6,CMTR1,CNDP2,CNIH4,CNN2,CNOT4,CNPY2,CNTRL,COA4,COMT,COPS4,COPS6,CORO1A,CORO1B,COTL1,COX17,COX4I1,COX5A,COX6A1,COX8A,CRLF3,CSDE1,CST3,CTNNBIP1,CTNNBL1,CTSB,CTSC,CTSD,CTSL,CTSS,CUL4B,CXorf38,CXXC1,CYB5R4,CYBA,CYC1,CYLD,CYTIP,DAP3,DAPP1,DAZAP1,DCK,DCP1A,DDIT4,DDX1,DDX18,DDX21,DDX3X,DDX46,DDX5,DDX58,DDX60,DDX60L,DECR1,DEF8,DEK,DENND2D,DENR,DERL1,DFFA,DHRS7,DHX9,DLAT,DLGAP4,DNAJA1,DNAJB4,DNAJC1,DNPEP,DOCK8,DOK2,DSTN,DTNBP1,DTYMK,DYNLRB1,DYNLT3,ECH1,EDF1,EEF1B2,EEF1D,EEF1G,EEF2,EHD1,EHD4,EID1,EIF2AK2,EIF3A,EIF3D,EIF3F,EIF3G,EIF3I,EIF3M,EIF4B,EIF4E3,EIF4EBP1,EIF4G2,EIF5A,ELF1,EMC3,ENDOD1,ENO1,ENY2,EPSTI1,ERAP2,ERCC1,ERH,ERP29,ERP44,ETFA,EVL,EWSR1,EXOC6,EXOSC4,EXOSC9,EZR,FAM107B,FAM111A,FAM49B,FAM50A,FAM8A1,FAU,FBXO6,FCER1G,FGL2,FKBP11,FKBP15,FKBP5,FLNA,FLOT1,FMR1,FNBP1,FTH1,FTL,FUBP1,GADD45B,GADD45GIP1,GANC,GAPDH,GART,GBP2,GBP3,GBP4,GBP5,GCH1,GCNT2,GEMIN6,GGA1,GGA2,GIMAP2,GIMAP4,GIMAP6,GIMAP7,GIMAP8,GLIPR1,GLIPR2,GLRX,GLRX5,GMIP,GNAI3,GNG5,GNLY,GOLGA4,GPAA1,GPBP1,GPR137B,GPR155,GPR180,GPR183,GPX1,GRB2,GRK6,GSTK1,GTF2B,GTF2E2,GTF3A,GTF3C6,GTPBP1,GZMB,HAPLN3,HAX1,HBP1,HCLS1,HCST,HDAC1,HDGF,HEBP2,HERPUD2,HIF1A,HINT1,HIST1H2AC,HIST1H2BD,HIST1H2BJ,HLA-B,HLA-DMA,HLA-DPA1,HLA-DPB1,HLA-DRA,HLA-DRB1,HLA-E,HM13,HMGB1,HMGN1,HNRNPA0,HNRNPA1,HNRNPA2B1,HNRNPA3,HNRNPDL,HNRNPLL,HNRNPM,HP1BP3,HPS5,HSD17B10,HSP90AB1,HSPA1A,HSPD1,HSPE1,ID3,IDH2,IDO1,IER3,IFI16,IFI35,IFI6,IFIH1,IFIT1,IFIT3,IFITM1,IGFBP4,IKBKE,IKZF1,IL15,IL8,ILF2,ILF3,ILK,IMPA1,IPO7,IRF2,IRF2BP2,IRF7,IRF9,ISCU,ITGB2,ITM2B,IVNS1ABP,JAK1,JAK2,JARID2,JTB,KAT5,KCNAB2,KCTD20,KDELR2,KDM6B,KHDRBS1,KLF6,KPNB1,KYNU,LACTB,LAG3,LAGE3,LAMP1,LAMP2,LAMP3,LAMTOR1,LAMTOR4,LAP3,LAPTM4A,LAPTM5,LCP2,LGALS1,LGALS8,LGALS9,LGMN,LIMS1,LIPA,LITAF,LMNB1,LMO4,LNPEP,LRRFIP1,LSP1,LTA4H,LUZP1,LYPLAL1,LYSMD2,LYZ,MAEA,MANF,MAP1S,MAP7D1,MAPK1,MAPK13,MARCKSL1,MASTL,MAX,MBNL1,MCL1,MDH2,MED25,MED6,MEF2A,MGAT1,MIA3,MICU1,MIER1,MLLT6,MLXIP,MOB1A,MORC3,MORF4L1,MRP63,MRPL18,MRPL19,MRPL20,MRPL41,MRPL44,MRPL51,MRPL52,MRPL55,MS4A7,MSN,MSRB1,MTCH1,MTHFD2,MVP,MX1,MXD1,MYD88,MYO1F,MYO1G,N4BP1,N4BP2L1,NAA25,NAAA,NAGK,NAGPA,NAPA,NASP,NBN,NCK1,NCKAP1L,NDUFA12,NDUFA13,NDUFA2,NDUFA8,NDUFA9,NDUFB1,NDUFB10,NDUFB6,NDUFS5,NDUFS6,NECAP2,NEDD1,NEXN,NFE2L2,NFKBIA,NIPSNAP3A,NISCH,NMI,NMRK1,NOL10,NOP58,NPC2,NPM1,NRBP1,NSD1,NSRP1,NT5C,NT5C2,NUB1,NUCB1,NUDT16L1,NUP50,NUP62,OAS2,OASL,OGFR,OPTN,OSBPL9,OSER1,P2RX4,PA2G4,PABPC1,PABPC4,PAFAH1B1,PAIP1,PANK2,PARK7,PARP10,PARP12,PARP14,PARP4,PATL1,PCBP1,PCBP2,PCMTD1,PCNP,PDCD10,PDIA3,PDIA6,PFDN5,PFN1,PGD,PGK1,PGP,PHACTR2,PHACTR4,PHB,PHB2,PI4K2B,PINK1,PLAC8,PLD3,PLEK,PLEKHA2,PLGRKT,PLK3,PLP2,PLSCR1,PML,PNISR,PNP,PNPLA2,PNPT1,POLD2,POLE4,POLR2E,POLR2F,POLR2G,POMP,POR,PPA1,PPM1G,PPM1K,PPP1R14B,PPP1R15A,PPP1R18,PPP2R2A,PPP2R3C,PPP2R5C,PPP3CC,PQBP1,PRAF2,PRDX3,PRDX4,PRDX5,PRF1,PRKD2,PRKX,PRMT1,PSENEN,PSMA4,PSMA5,PSMA6,PSMB10,PSMB6,PSMB8,PSMB9,PSMC5,PSMD8,PSME1,PSMF1,PSMG3,PSTPIP1,PTGER4,PTMA,PTPRA,PTPRC,PTPRE,PXK,R3HDM2,RAB10,RAB11FIP1,RAB1A,RAB34,RAB35,RAB3GAP1,RAB5A,RAB7A,RAB9A,RABAC1,RABGGTA,RABIF,RACGAP1,RAD23A,RAD9A,RALA,RALY,RANBP1,RASAL3,RASSF5,RB1,RBM14,RBM3,RBM7,RBM8A,RBMX,RCBTB2,RCOR1,RCSD1,RDH14,RELA,RELB,RFXANK,RGCC,RHOG,RICTOR,RIF1,RILPL2,RIN3,RIPK1,RIPK2,RNASET2,RNF114,RNF115,RNF13,RNF130,RNF19A,RNF213,RNF7,RNH1,RPAIN,RPF2,RPL10,RPL10A,RPL13,RPL13A,RPL14,RPL19,RPL21,RPL23,RPL24,RPL26,RPL28,RPL41,RPL5,RPL6,RPL7,RPL8,RPL9,RPLP0,RPLP2,RPN2,RPS10,RPS15,RPS23,RPS25,RPS27A,RPS3A,RPS4X,RPS5,RPS6,RPS6KA1,RPS6KB2,RPS7,RPSA,RRAGC,RRBP1,RSL1D1,RTCB,S100A10,S100A11,S100A4,S100A6,S100A8,S100A9,SAMD9,SAMD9L,SAMHD1,SAMSN1,SAP18,SAR1A,SBDS,SCARB2,SCLT1,SDCBP,SDF2L1,SDHA,SEC31A,SEC62,SEC63,SELL,SEPT6,SERP1,SET,SETD3,SF1,SF3B5,SFT2D1,SGK1,SH3BGRL3,SH3GLB1,SH3KBP1,SHISA5,SIPA1L1,SKAP2,SLC16A3,SLC18B1,SLC1A5,SLC25A11,SLC25A24,SLC25A39,SLC25A5,SLC25A6,SLC2A3,SLC31A1,SLC31A2,SLC37A1,SLC3A2,SLC44A1,SLC6A6,SLFN5,SMAP1,SMAP2,SMCHD1,SMU1,SNAP23,SNF8,SNN,SNRNP40,SNRPA,SNRPC,SNX10,SNX16,SNX2,SNX6,SOCS1,SOD1,SOD2,SP100,SP140,SPCS1,SPG20,SPG21,SPN,SPNS1,SPPL2A,SQSTM1,SRP54,SRRM1,SRRM2,SRSF4,SRSF5,SRSF6,SRSF7,SSB,SSR3,SSU72,ST13,ST3GAL1,ST8SIA4,STAT1,STAT2,STAT3,STAT5A,STK17B,STK24,STK38L,STOM,STRAP,STX11,STX12,STX17,STX18,STX3,STX6,STX7,SUB1,SUCLG1,SUN2,SYF2,TAB2,TANK,TAP1,TAPBP,TBC1D1,TDRD7,TGOLN2,THOC1,TICAM1,TIPRL,TKT,TM2D2,TMBIM1,TMED3,TMED4,TMED9,TMEM19,TMEM205,TMEM208,TMEM30A,TMEM45B,TMEM70,TMEM9B,TMOD3,TNFRSF14,TNFRSF1A,TNK2,TOMM22,TOMM40,TOP1,TOR1B,TOR3A,TPD52L2,TPM4,TPMT,TPRA1,TPST2,TPT1,TRADD,TRAFD1,TRAM1,TRAPPC2L,TRIB2,TRIM21,TRIM22,TRIM26,TRIM38,TRIM44,TRIM5,TRIM56,TRIM8,TRIP4,TRIP6,TRMT10C,TRMT6,TTC37,TUBA1A,TUBA1B,TUBB,TUFM,TXN,TXNIP,TYMP,TYROBP,UAP1,UBA2,UBA7,UBAC1,UBB,UBC,UBE2D1,UBE2F,UBE2I,UBE2L6,UBE2Z,UBE3A,UBL7,UBXN2A,UNC93B1,UQCRB,UQCRC1,UQCRFS1,USP10,USP15,UTP18,UTRN,VAMP8,VASP,VAV1,VIM,VKORC1,VPS26A,WARS,WAS,WASF2,WASL,WBP4,WDFY1,WIPF1,WTAP,XPO1,XRCC6,XRN1,XRN2,YBX1,YBX3,YIF1A,YPEL5,YWHAB,YWHAQ,ZBP1,ZBTB43,ZC3HAV1,ZCCHC10,ZFAND2A,ZFP36,ZNF207,ZNF37A,ZNF593,ZNFX1,ZNRD1
476	HPA:0310442	3	lymph node; non-germinal center cells[≥Medium]	ABHD2,ABI1,ABRACL,ACO2,ACOT9,ACTB,ACTG1,ACTN1,ACTR3,ADAR,ADK,ADSS,AHCY,AIF1,AKAP13,ALDOA,ALKBH5,ALOX5AP,ANAPC16,ANP32B,ANXA1,ANXA2,ANXA5,AOAH,AP5Z1,APLP2,APMAP,APOBEC3A,APOBEC3C,APOBEC3G,APOL2,APPL1,ARAP2,ARHGAP25,ARHGAP27,ARHGDIB,ARL3,ARL5B,ARL6IP4,ARPC1B,ARPC3,ASAH1,ASCC2,ATG3,ATP1B3,ATP2B1,ATP6V1B2,ATP6V1C1,ATP6V1G1,AURKAIP1,AZI2,AZIN1,B2M,B4GALT1,BAK1,BBX,BCKDK,BID,BIN1,BIN2,BIRC3,BLVRA,BLZF1,BMPR2,BNIP3L,BST2,BTF3,BTN3A1,C19orf53,C1GALT1,C1GALT1C1,C1orf52,C1QBP,C21orf91,C3AR1,C9orf89,CACYBP,CAPG,CAPZA1,CAPZB,CASP10,CASP3,CASP4,CASP8,CAST,CBWD1,CBWD2,CCDC124,CCP110,CCR7,CCRL2,CCSER2,CD14,CD38,CD4,CD40,CD44,CD48,CD53,CD68,CD74,CDC25B,CDC42EP3,CDC73,CDS2,CEBPB,CELF2,CGGBP1,CHMP3,CHORDC1,CITED2,CKAP4,CLEC2B,CLPP,CLPTM1,CLTB,CMC2,CMPK1,CMTM6,CNDP2,CNIH4,CNN2,CNOT4,CNTRL,COA4,CORO1A,CORO1B,COTL1,COX17,COX4I1,COX5A,CRLF3,CTNNBIP1,CTNNBL1,CTSB,CTSC,CTSS,CXorf38,CXXC1,CYBA,CYC1,CYTIP,DAZAP1,DCK,DDIT4,DDX1,DDX3X,DDX5,DDX58,DDX60,DDX60L,DECR1,DEF8,DEK,DENND2D,DERL1,DFFA,DHRS7,DHX9,DLAT,DNAJA1,DNAJC1,DNPEP,DOCK8,DOK2,DSTN,DTNBP1,DTYMK,ECH1,EDF1,EEF1B2,EEF1D,EEF1G,EEF2,EID1,EIF2AK2,EIF3A,EIF3D,EIF3F,EIF3G,EIF3I,EIF3M,EIF4E3,EIF4EBP1,EIF4G2,ELF1,ENO1,EPSTI1,ERAP2,ERH,ERP29,ERP44,ETFA,EVL,EWSR1,EXOC6,EXOSC9,EZR,FAM107B,FAM111A,FAM49B,FAM50A,FCER1G,FGL2,FKBP11,FKBP15,FKBP5,FLNA,FLOT1,FNBP1,FTH1,FTL,FUBP1,GADD45B,GADD45GIP1,GANC,GAPDH,GART,GBP2,GBP4,GCNT2,GGA2,GIMAP4,GIMAP7,GIMAP8,GMIP,GOLGA4,GPAA1,GPBP1,GPR137B,GPX1,GRB2,GRK6,GSTK1,GTF2B,GTF2E2,GTF3A,GTF3C6,GTPBP1,HBP1,HCLS1,HCST,HDAC1,HDGF,HERPUD2,HINT1,HIST1H2AC,HIST1H2BD,HIST1H2BJ,HLA-B,HLA-DMA,HLA-DPA1,HLA-DPB1,HLA-DRA,HLA-DRB1,HLA-E,HM13,HMGB1,HMGN1,HNRNPA1,HNRNPA2B1,HNRNPA3,HNRNPDL,HNRNPLL,HNRNPM,HP1BP3,HPS5,HSD17B10,HSP90AB1,HSPE1,ID3,IDH2,IDO1,IFI16,IFI35,IFIT3,IFITM1,IKBKE,IKZF1,IL15,IL8,ILF2,ILF3,ILK,IMPA1,IRF2,IRF7,IRF9,ISCU,ITGB2,ITM2B,JAK1,JAK2,JARID2,KAT5,KDELR2,KHDRBS1,KLF6,KPNB1,KYNU,LACTB,LAGE3,LAMP1,LAMP2,LAMP3,LAMTOR1,LAMTOR4,LAPTM4A,LAPTM5,LCP2,LGALS8,LGALS9,LIMS1,LIPA,LITAF,LMNB1,LMO4,LNPEP,LRRFIP1,LSP1,LTA4H,LUZP1,LYPLAL1,LYSMD2,MANF,MAP1S,MAPK1,MAPK13,MARCKSL1,MASTL,MAX,MCL1,MDH2,MED25,MED6,MEF2A,MICU1,MIER1,MLLT6,MLXIP,MOB1A,MORC3,MRPL18,MRPL20,MRPL41,MRPL44,MRPL52,MRPL55,MSN,MSRB1,MTCH1,MTHFD2,MX1,MXD1,MYD88,MYO1G,N4BP1,N4BP2L1,NAAA,NAGK,NAGPA,NAPA,NASP,NBN,NCK1,NCKAP1L,NDUFA12,NDUFA13,NDUFA2,NDUFA8,NDUFB10,NDUFB6,NDUFS5,NDUFS6,NEDD1,NFE2L2,NFKBIA,NISCH,NMI,NOL10,NOP58,NPC2,NPM1,NRBP1,NSD1,NSRP1,NUDT16L1,NUP50,NUP62,OAS2,OGFR,OPTN,P2RX4,PA2G4,PABPC1,PABPC4,PAFAH1B1,PARK7,PARP12,PARP14,PARP4,PATL1,PCBP1,PCBP2,PCNP,PDCD10,PDIA6,PFN1,PGD,PGK1,PGP,PHACTR2,PHB,PHB2,PI4K2B,PINK1,PLAC8,PLD3,PLEK,PLEKHA2,PLGRKT,PML,PNP,PNPT1,POLD2,POLR2E,POLR2F,POMP,POR,PPA1,PPM1G,PPM1K,PPP1R14B,PPP1R15A,PPP1R18,PPP2R2A,PPP2R3C,PPP2R5C,PPP3CC,PQBP1,PRDX5,PRF1,PRKD2,PRKX,PSENEN,PSMA4,PSMA5,PSMB10,PSMB8,PSMB9,PSMC5,PSME1,PSTPIP1,PTGER4,PTMA,PTPRA,PTPRC,PTPRE,R3HDM2,RAB1A,RAB3GAP1,RAB5A,RAB7A,RAB9A,RABAC1,RABGGTA,RABIF,RAD23A,RAD9A,RALY,RANBP1,RASAL3,RASSF5,RB1,RBM14,RBM8A,RBMX,RCBTB2,RCOR1,RCSD1,RELA,RELB,RFXANK,RGCC,RHOG,RILPL2,RNASET2,RNF115,RNF13,RNF130,RNF19A,RNF213,RPAIN,RPL10,RPL13A,RPL14,RPL19,RPL21,RPL23,RPL24,RPL26,RPL8,RPLP0,RPLP2,RPS15,RPS23,RPS25,RPS27A,RPS4X,RPS6,RPS6KA1,RPS7,RPSA,RRAGC,RRBP1,RSL1D1,S100A10,S100A4,S100A6,S100A8,S100A9,SAMD9,SAMD9L,SAMHD1,SAMSN1,SAR1A,SCARB2,SCLT1,SDF2L1,SDHA,SEC31A,SEC62,SELL,SEPT6,SET,SF1,SFT2D1,SH3GLB1,SH3KBP1,SKAP2,SLC16A3,SLC25A24,SLC25A39,SLC2A3,SLC31A1,SLC37A1,SLFN5,SMAP1,SMAP2,SMCHD1,SMU1,SNAP23,SNN,SNRNP40,SNRPA,SNRPC,SNX16,SNX2,SOCS1,SOD1,SOD2,SP100,SP140,SPCS1,SPG20,SPN,SPPL2A,SQSTM1,SRP54,SRRM1,SRRM2,SRSF6,SSB,SSR3,SSU72,ST13,ST3GAL1,ST8SIA4,STAT1,STAT2,STAT3,STAT5A,STK17B,STK24,STK38L,STOM,STRAP,STX11,STX17,STX18,STX3,STX7,SUB1,SUCLG1,SUN2,SYF2,TANK,TAP1,TAPBP,TBC1D1,TGOLN2,TICAM1,TIPRL,TM2D2,TMBIM1,TMED3,TMED4,TMED9,TMEM19,TMEM205,TMEM208,TMEM9B,TMOD3,TNFRSF14,TOMM22,TOMM40,TOP1,TPD52L2,TPM4,TPRA1,TPST2,TPT1,TRADD,TRAFD1,TRIM21,TRIM22,TRIM26,TRIM38,TRIM44,TRIM5,TRIM56,TRIM8,TRIP4,TRMT6,TTC37,TUBA1A,TUBA1B,TUBB,TUFM,TXN,TXNIP,TYMP,UAP1,UBA2,UBA7,UBAC1,UBB,UBC,UBE2F,UBE2I,UBE2L6,UBE2Z,UBE3A,UBL7,UNC93B1,UQCRB,UQCRC1,UQCRFS1,USP10,USP15,VAMP8,VASP,VAV1,VIM,VPS26A,WAS,WASF2,WASL,WBP4,WIPF1,WTAP,XPO1,XRCC6,XRN2,YBX1,YIF1A,YWHAB,ZBP1,ZC3HAV1,ZFAND2A,ZFP36,ZNF207,ZNF37A,ZNF593
477	HPA:0330223	3	oral mucosa; squamous epithelial cells[High]	BTF3,C14orf2,CD9,CYC1,DDX5,EEF1A1,EEF1B2,FOS,GAPDH,HIPK2,HMGN1,HNRNPA1,HNRNPA3,HNRNPDL,HNRNPM,NCL,NPM1,PAPSS1,POLR2F,PPIG,RAD23A,RPL10,RPL10A,RPL23,RPL24,RPL26,RPL36,RPL5,RPL8,RPS27A,RPS4X,RPS5,RPS6,RPS7,RPSA,RSL1D1,S100A8,S100A9,SF1,SNRNP70,TKT,TOMM22,UQCRB,UQCRC1,VASP,YBX1,ZNF593
478	GO:0015453	3	oxidoreduction-driven active transmembrane transporter activity	COX4I1,COX5A,COX7A2L,COX8A,CYC1,NDUFA13,NDUFA2,NDUFA4,NDUFA8,NDUFB1,NDUFB10,NDUFB6,NDUFB9,NDUFS5,NDUFS6,NDUFS8,UQCRC1,UQCRH
479	GO:0015399	3	primary active transmembrane transporter activity	ATP1A1,ATP2B1,ATP6V0B,ATP6V0D1,ATP6V1D,COX4I1,COX5A,COX7A2L,COX8A,CYC1,NDUFA13,NDUFA2,NDUFA4,NDUFA8,NDUFB1,NDUFB10,NDUFB6,NDUFB9,NDUFS5,NDUFS6,NDUFS8,UQCRC1,UQCRH
480	CORUM:6289	3	prohibitin 2 complex, mitochondrial	HAX1,PHB,PHB2,SLC25A5,VDAC2
481	CORUM:6984	3	ProTalpha C2 complex	ACTB,MARCKSL1,PTMA,SET
482	HPA:0401293	3	rectum; endocrine cells[High]	ATP1A1,DDX5,EEF1B2,GADD45GIP1,HMGN1,NCL,NPM1,PHLDA1,RANBP1,RPL10,RPL26,RPL36,RPS5,XRCC5,YBX1
483	HPA:0401291	3	rectum; endocrine cells[≥Low]	ATP1A1,DDX5,EEF1B2,GADD45GIP1,HMGN1,NCL,NPM1,PABPC1,PARK7,PHLDA1,RANBP1,RPL10,RPL26,RPL27A,RPL36,RPL8,RPS15A,RPS5,XRCC5,YBX1
484	HPA:0401292	3	rectum; endocrine cells[≥Medium]	ATP1A1,ATP2B1,B2M,BAG1,BSG,CKAP4,CNDP2,CTSD,CTSS,DDX5,EEF1B2,GADD45GIP1,HK1,HLA-B,HMGN1,HSP90AB1,HSPA5,LGALS3,NCL,NPM1,PABPC1,PARK7,PDIA3,PDIA6,PHLDA1,RABAC1,RANBP1,RPL10,RPL26,RPL27A,RPL36,RPL8,RPS15A,RPS5,RRBP1,S100A6,SAMD9L,TPM3,TUFM,VAMP5,XRCC5,YBX1
485	HPA:0401302	3	rectum; enterocytes[≥Medium]	ATP1A1,ATP2B1,BSG,DDX5,EEF1B2,GADD45GIP1,HMGN1,LGALS3,NCL,NPM1,PABPC1,PARK7,PHLDA1,RANBP1,RPL10,RPL26,RPL27A,RPL36,RPL8,RPS15A,RPS5,S100A6,TUFM,XRCC5,YBX1
486	HPA:0401333	3	rectum; mucosal lymphoid cells[High]	ARHGDIB,CD74,CKAP4,COTL1,CTSD,CTSS,DDX5,EEF1B2,GIMAP7,HK1,HLA-B,HLA-DPA1,HMGN1,HSP90AB1,HSPA5,NCL,NPM1,PDIA3,PDIA6,PLAC8,RABAC1,RPL10,RPL26,RPL36,RPL8,RPS5,RRBP1,SAMD9L,WARS,XRCC5,ZBP1
487	HPA:0401331	3	rectum; mucosal lymphoid cells[≥Low]	ACAA1,AQP3,ARHGDIB,ATP2B1,ATP6V1G1,B2M,BAG1,BIN2,BIRC3,BNIP3L,C1GALT1,C1QBP,CACYBP,CAPG,CAT,CCL5,CCR7,CD37,CD44,CD74,CD79A,CD83,CELF2,CKAP4,CNDP2,CORO1A,COTL1,CREM,CTSD,CTSH,CTSS,CXCR3,CYBA,DDX21,DDX5,EEF1B2,EEF1D,EVL,FLNA,FTL,GADD45GIP1,GBP5,GCHFR,GIMAP7,GPR171,GSTK1,HCST,HK1,HLA-B,HLA-DMA,HLA-DPA1,HLA-DRB1,HMGB1,HMGB2,HMGN1,HNRNPA0,HSP90AB1,HSPA5,HSPD1,HSPE1,IDO1,IL16,IL2RG,ILF3,ITGAE,LGALS3,LGMN,LIPA,LPIN2,LYZ,MNDA,MYO1F,NCL,NDUFA9,NPC2,NPM1,NSMCE1,PABPC1,PARK7,PDIA3,PDIA6,PHB2,PHLDA1,PLAC8,PNP,PPP1R18,PTPRC,RAB11FIP1,RABAC1,RACGAP1,RANBP1,RHOF,RNASE1,RPL10,RPL26,RPL27A,RPL36,RPL8,RPS15,RPS5,RRBP1,S100A10,S100A6,SAMD9L,SERPINB1,SLAMF7,SP140,SRI,SSR4,STAP1,STMN1,SUCLG1,TBC1D10C,TLR7,TPM3,TRAT1,TUFM,TYROBP,UQCRFS1,VAMP5,VAMP8,VIM,WARS,XRCC5,YBX1,ZBP1
